CandidateName,Year,StateName,CountyName,Count
George W. Bush,2004,Virginia,Falls Church,2074
Other,2004,Virginia,Falls Church,80
John Kerry,2004,Virginia,Franklin,1910
George W. Bush,2004,Virginia,Franklin,1613
Other,2004,Virginia,Franklin,13
John Kerry,2004,Virginia,Fredericksburg,4085
George W. Bush,2004,Virginia,Fredericksburg,3390
Other,2004,Virginia,Fredericksburg,67
John Kerry,2004,Virginia,Galax,987
George W. Bush,2004,Virginia,Galax,1336
Other,2004,Virginia,Galax,12
John Kerry,2004,Virginia,Hampton,32016
George W. Bush,2004,Virginia,Hampton,23399
Other,2004,Virginia,Hampton,326
John Kerry,2004,Virginia,Harrisonburg,4726
George W. Bush,2004,Virginia,Harrisonburg,6165
Other,2004,Virginia,Harrisonburg,139
John Kerry,2004,Virginia,Hopewell,3573
George W. Bush,2004,Virginia,Hopewell,4251
Other,2004,Virginia,Hopewell,112
John Kerry,2004,Virginia,Lexington,1340
George W. Bush,2004,Virginia,Lexington,982
Other,2004,Virginia,Lexington,27
John Kerry,2004,Virginia,Lynchburg,11727
George W. Bush,2004,Virginia,Lynchburg,14400
Other,2004,Virginia,Lynchburg,213
John Kerry,2004,Virginia,Manassas,5562
George W. Bush,2004,Virginia,Manassas,7257
Other,2004,Virginia,Manassas,84
John Kerry,2004,Virginia,Manassas Park,1498
George W. Bush,2004,Virginia,Manassas Park,1807
Other,2004,Virginia,Manassas Park,27
John Kerry,2004,Virginia,Martinsville,3036
George W. Bush,2004,Virginia,Martinsville,2538
Other,2004,Virginia,Martinsville,29
John Kerry,2004,Virginia,Newport News,35319
George W. Bush,2004,Virginia,Newport News,32208
Other,2004,Virginia,Newport News,425
John Kerry,2004,Virginia,Norfolk,43518
George W. Bush,2004,Virginia,Norfolk,26401
Other,2004,Virginia,Norfolk,651
John Kerry,2004,Virginia,Norton,725
George W. Bush,2004,Virginia,Norton,768
Other,2004,Virginia,Norton,11
John Kerry,2004,Virginia,Petersburg,9682
George W. Bush,2004,Virginia,Petersburg,2238
Other,2004,Virginia,Petersburg,29
John Kerry,2004,Virginia,Poquoson,1424
George W. Bush,2004,Virginia,Poquoson,5004
Other,2004,Virginia,Poquoson,52
John Kerry,2004,Virginia,Portsmouth,24112
George W. Bush,2004,Virginia,Portsmouth,15212
Other,2004,Virginia,Portsmouth,210
John Kerry,2004,Virginia,Radford,2244
George W. Bush,2004,Virginia,Radford,2564
Other,2004,Virginia,Radford,37
John Kerry,2004,Virginia,Richmond,52167
George W. Bush,2004,Virginia,Richmond,21637
Other,2004,Virginia,Richmond,521
John Kerry,2004,Virginia,Roanoke,18862
George W. Bush,2004,Virginia,Roanoke,16661
Other,2004,Virginia,Roanoke,477
John Kerry,2004,Virginia,Salem,4254
George W. Bush,2004,Virginia,Salem,7115
Other,2004,Virginia,Salem,115
John Kerry,2004,Virginia,Staunton,3756
George W. Bush,2004,Virginia,Staunton,5805
Other,2004,Virginia,Staunton,68
John Kerry,2004,Virginia,Suffolk,15233
George W. Bush,2004,Virginia,Suffolk,16763
Other,2004,Virginia,Suffolk,193
John Kerry,2004,Virginia,Virginia Beach,70666
George W. Bush,2004,Virginia,Virginia Beach,103752
Other,2004,Virginia,Virginia Beach,1269
John Kerry,2004,Virginia,Waynesboro,2792
George W. Bush,2004,Virginia,Waynesboro,5092
Other,2004,Virginia,Waynesboro,79
John Kerry,2004,Virginia,Williamsburg,2216
George W. Bush,2004,Virginia,Williamsburg,2064
Other,2004,Virginia,Williamsburg,40
John Kerry,2004,Virginia,Winchester,3967
George W. Bush,2004,Virginia,Winchester,5283
Other,2004,Virginia,Winchester,93
John Kerry,2004,Washington,Adams,1315
George W. Bush,2004,Washington,Adams,3751
Other,2004,Washington,Adams,61
John Kerry,2004,Washington,Asotin,3319
George W. Bush,2004,Washington,Asotin,5320
Other,2004,Washington,Asotin,147
John Kerry,2004,Washington,Benton,21549
George W. Bush,2004,Washington,Benton,44350
Other,2004,Washington,Benton,987
John Kerry,2004,Washington,Chelan,10471
George W. Bush,2004,Washington,Chelan,18482
Other,2004,Washington,Chelan,443
John Kerry,2004,Washington,Clallam,17049
George W. Bush,2004,Washington,Clallam,18871
Other,2004,Washington,Clallam,846
John Kerry,2004,Washington,Clark,79538
George W. Bush,2004,Washington,Clark,88646
Other,2004,Washington,Clark,2255
John Kerry,2004,Washington,Columbia,605
George W. Bush,2004,Washington,Columbia,1470
Other,2004,Washington,Columbia,32
John Kerry,2004,Washington,Cowlitz,21589
George W. Bush,2004,Washington,Cowlitz,20217
Other,2004,Washington,Cowlitz,667
John Kerry,2004,Washington,Douglas,4306
George W. Bush,2004,Washington,Douglas,8900
Other,2004,Washington,Douglas,166
John Kerry,2004,Washington,Ferry,1201
George W. Bush,2004,Washington,Ferry,2019
Other,2004,Washington,Ferry,121
John Kerry,2004,Washington,Franklin,5188
George W. Bush,2004,Washington,Franklin,10757
Other,2004,Washington,Franklin,214
John Kerry,2004,Washington,Garfield,365
George W. Bush,2004,Washington,Garfield,935
Other,2004,Washington,Garfield,20
John Kerry,2004,Washington,Grant,7779
George W. Bush,2004,Washington,Grant,17799
Other,2004,Washington,Grant,417
John Kerry,2004,Washington,Grays Harbor,14583
George W. Bush,2004,Washington,Grays Harbor,12871
Other,2004,Washington,Grays Harbor,499
John Kerry,2004,Washington,Island,18216
George W. Bush,2004,Washington,Island,19754
Other,2004,Washington,Island,589
John Kerry,2004,Washington,Jefferson,11610
George W. Bush,2004,Washington,Jefferson,6650
Other,2004,Washington,Jefferson,356
John Kerry,2004,Washington,King,580378
George W. Bush,2004,Washington,King,301043
Other,2004,Washington,King,12113
John Kerry,2004,Washington,Kitsap,60796
George W. Bush,2004,Washington,Kitsap,55608
Other,2004,Washington,Kitsap,2049
John Kerry,2004,Washington,Kittitas,6731
George W. Bush,2004,Washington,Kittitas,9052
Other,2004,Washington,Kittitas,301
John Kerry,2004,Washington,Klickitat,4036
George W. Bush,2004,Washington,Klickitat,5016
Other,2004,Washington,Klickitat,185
John Kerry,2004,Washington,Lewis,10726
George W. Bush,2004,Washington,Lewis,21042
Other,2004,Washington,Lewis,660
John Kerry,2004,Washington,Lincoln,1706
George W. Bush,2004,Washington,Lincoln,4015
Other,2004,Washington,Lincoln,90
John Kerry,2004,Washington,Mason,12894
George W. Bush,2004,Washington,Mason,11987
Other,2004,Washington,Mason,513
John Kerry,2004,Washington,Okanogan,6309
George W. Bush,2004,Washington,Okanogan,9636
Other,2004,Washington,Okanogan,397
John Kerry,2004,Washington,Pacific,5570
George W. Bush,2004,Washington,Pacific,4634
Other,2004,Washington,Pacific,227
John Kerry,2004,Washington,Pend Oreille,2310
George W. Bush,2004,Washington,Pend Oreille,3693
Other,2004,Washington,Pend Oreille,195
John Kerry,2004,Washington,Pierce,158231
George W. Bush,2004,Washington,Pierce,150783
Other,2004,Washington,Pierce,4317
John Kerry,2004,Washington,San Juan,6589
George W. Bush,2004,Washington,San Juan,3290
Other,2004,Washington,San Juan,209
John Kerry,2004,Washington,Skagit,25131
George W. Bush,2004,Washington,Skagit,26139
Other,2004,Washington,Skagit,960
John Kerry,2004,Washington,Skamania,2374
George W. Bush,2004,Washington,Skamania,2695
Other,2004,Washington,Skamania,90
John Kerry,2004,Washington,Snohomish,156468
George W. Bush,2004,Washington,Snohomish,134317
Other,2004,Washington,Snohomish,4212
John Kerry,2004,Washington,Spokane,87490
George W. Bush,2004,Washington,Spokane,111606
Other,2004,Washington,Spokane,3491
John Kerry,2004,Washington,Stevens,6822
George W. Bush,2004,Washington,Stevens,13015
Other,2004,Washington,Stevens,503
John Kerry,2004,Washington,Thurston,62650
George W. Bush,2004,Washington,Thurston,47992
Other,2004,Washington,Thurston,2147
John Kerry,2004,Washington,Wahkiakum,1021
George W. Bush,2004,Washington,Wahkiakum,1171
Other,2004,Washington,Wahkiakum,43
John Kerry,2004,Washington,Walla Walla,8257
George W. Bush,2004,Washington,Walla Walla,14323
Other,2004,Washington,Walla Walla,345
John Kerry,2004,Washington,Whatcom,48268
George W. Bush,2004,Washington,Whatcom,40296
Other,2004,Washington,Whatcom,1830
John Kerry,2004,Washington,Whitman,8287
George W. Bush,2004,Washington,Whitman,9397
Other,2004,Washington,Whitman,328
John Kerry,2004,Washington,Yakima,28474
George W. Bush,2004,Washington,Yakima,43352
Other,2004,Washington,Yakima,964
John Kerry,2004,West Virginia,Barbour,2610
George W. Bush,2004,West Virginia,Barbour,4004
Other,2004,West Virginia,Barbour,41
John Kerry,2004,West Virginia,Berkeley,12244
George W. Bush,2004,West Virginia,Berkeley,21293
Other,2004,West Virginia,Berkeley,248
John Kerry,2004,West Virginia,Boone,5933
George W. Bush,2004,West Virginia,Boone,4207
Other,2004,West Virginia,Boone,58
John Kerry,2004,West Virginia,Braxton,3035
George W. Bush,2004,West Virginia,Braxton,2986
Other,2004,West Virginia,Braxton,30
John Kerry,2004,West Virginia,Brooke,5493
George W. Bush,2004,West Virginia,Brooke,5189
Other,2004,West Virginia,Brooke,91
John Kerry,2004,West Virginia,Cabell,16583
George W. Bush,2004,West Virginia,Cabell,21035
Other,2004,West Virginia,Cabell,332
John Kerry,2004,West Virginia,Calhoun,1266
George W. Bush,2004,West Virginia,Calhoun,1360
Other,2004,West Virginia,Calhoun,35
John Kerry,2004,West Virginia,Clay,1835
George W. Bush,2004,West Virginia,Clay,2198
Other,2004,West Virginia,Clay,39
John Kerry,2004,West Virginia,Doddridge,800
George W. Bush,2004,West Virginia,Doddridge,2362
Other,2004,West Virginia,Doddridge,17
John Kerry,2004,West Virginia,Fayette,8971
George W. Bush,2004,West Virginia,Fayette,7881
Other,2004,West Virginia,Fayette,115
John Kerry,2004,West Virginia,Gilmer,1159
George W. Bush,2004,West Virginia,Gilmer,1665
Other,2004,West Virginia,Gilmer,28
John Kerry,2004,West Virginia,Grant,963
George W. Bush,2004,West Virginia,Grant,4063
Other,2004,West Virginia,Grant,21
John Kerry,2004,West Virginia,Greenbrier,6084
George W. Bush,2004,West Virginia,Greenbrier,8358
Other,2004,West Virginia,Greenbrier,111
John Kerry,2004,West Virginia,Hampshire,2455
George W. Bush,2004,West Virginia,Hampshire,5489
Other,2004,West Virginia,Hampshire,52
John Kerry,2004,West Virginia,Hancock,6906
George W. Bush,2004,West Virginia,Hancock,7298
Other,2004,West Virginia,Hancock,117
John Kerry,2004,West Virginia,Hardy,1617
George W. Bush,2004,West Virginia,Hardy,3635
Other,2004,West Virginia,Hardy,24
John Kerry,2004,West Virginia,Harrison,13238
George W. Bush,2004,West Virginia,Harrison,17111
Other,2004,West Virginia,Harrison,239
John Kerry,2004,West Virginia,Jackson,5384
George W. Bush,2004,West Virginia,Jackson,7686
Other,2004,West Virginia,Jackson,88
John Kerry,2004,West Virginia,Jefferson,9301
George W. Bush,2004,West Virginia,Jefferson,10539
Other,2004,West Virginia,Jefferson,153
John Kerry,2004,West Virginia,Kanawha,43010
George W. Bush,2004,West Virginia,Kanawha,44430
Other,2004,West Virginia,Kanawha,488
John Kerry,2004,West Virginia,Lewis,2475
George W. Bush,2004,West Virginia,Lewis,4445
Other,2004,West Virginia,Lewis,79
John Kerry,2004,West Virginia,Lincoln,4048
George W. Bush,2004,West Virginia,Lincoln,4102
Other,2004,West Virginia,Lincoln,162
John Kerry,2004,West Virginia,Logan,7877
George W. Bush,2004,West Virginia,Logan,7047
Other,2004,West Virginia,Logan,63
John Kerry,2004,West Virginia,McDowell,4501
George W. Bush,2004,West Virginia,McDowell,2762
Other,2004,West Virginia,McDowell,36
John Kerry,2004,West Virginia,Marion,12771
George W. Bush,2004,West Virginia,Marion,12150
Other,2004,West Virginia,Marion,273
John Kerry,2004,West Virginia,Marshall,6435
George W. Bush,2004,West Virginia,Marshall,8516
Other,2004,West Virginia,Marshall,121
John Kerry,2004,West Virginia,Mason,5408
George W. Bush,2004,West Virginia,Mason,6487
Other,2004,West Virginia,Mason,95
John Kerry,2004,West Virginia,Mercer,9178
George W. Bush,2004,West Virginia,Mercer,13057
Other,2004,West Virginia,Mercer,144
John Kerry,2004,West Virginia,Mineral,3518
George W. Bush,2004,West Virginia,Mineral,7854
Other,2004,West Virginia,Mineral,89
John Kerry,2004,West Virginia,Mingo,5983
George W. Bush,2004,West Virginia,Mingo,4612
Other,2004,West Virginia,Mingo,60
John Kerry,2004,West Virginia,Monongalia,16313
George W. Bush,2004,West Virginia,Monongalia,17670
Other,2004,West Virginia,Monongalia,323
John Kerry,2004,West Virginia,Monroe,2311
George W. Bush,2004,West Virginia,Monroe,3590
Other,2004,West Virginia,Monroe,50
John Kerry,2004,West Virginia,Morgan,2272
George W. Bush,2004,West Virginia,Morgan,4511
Other,2004,West Virginia,Morgan,64
John Kerry,2004,West Virginia,Nicholas,4788
George W. Bush,2004,West Virginia,Nicholas,5485
Other,2004,West Virginia,Nicholas,78
John Kerry,2004,West Virginia,Ohio,8543
George W. Bush,2004,West Virginia,Ohio,11694
Other,2004,West Virginia,Ohio,155
John Kerry,2004,West Virginia,Pendleton,1381
George W. Bush,2004,West Virginia,Pendleton,2146
Other,2004,West Virginia,Pendleton,17
John Kerry,2004,West Virginia,Pleasants,1349
George W. Bush,2004,West Virginia,Pleasants,2061
Other,2004,West Virginia,Pleasants,25
John Kerry,2004,West Virginia,Pocahontas,1573
George W. Bush,2004,West Virginia,Pocahontas,2295
Other,2004,West Virginia,Pocahontas,50
John Kerry,2004,West Virginia,Preston,3963
George W. Bush,2004,West Virginia,Preston,7855
Other,2004,West Virginia,Preston,111
John Kerry,2004,West Virginia,Putnam,9301
George W. Bush,2004,West Virginia,Putnam,15716
Other,2004,West Virginia,Putnam,134
John Kerry,2004,West Virginia,Raleigh,11815
George W. Bush,2004,West Virginia,Raleigh,18519
Other,2004,West Virginia,Raleigh,191
John Kerry,2004,West Virginia,Randolph,4892
George W. Bush,2004,West Virginia,Randolph,6512
Other,2004,West Virginia,Randolph,86
John Kerry,2004,West Virginia,Ritchie,1070
George W. Bush,2004,West Virginia,Ritchie,3086
Other,2004,West Virginia,Ritchie,40
John Kerry,2004,West Virginia,Roane,2612
George W. Bush,2004,West Virginia,Roane,3440
Other,2004,West Virginia,Roane,48
John Kerry,2004,West Virginia,Summers,2504
George W. Bush,2004,West Virginia,Summers,2978
Other,2004,West Virginia,Summers,42
John Kerry,2004,West Virginia,Taylor,2617
George W. Bush,2004,West Virginia,Taylor,3893
Other,2004,West Virginia,Taylor,41
John Kerry,2004,West Virginia,Tucker,1400
George W. Bush,2004,West Virginia,Tucker,2179
Other,2004,West Virginia,Tucker,21
John Kerry,2004,West Virginia,Tyler,1401
George W. Bush,2004,West Virginia,Tyler,2798
Other,2004,West Virginia,Tyler,46
John Kerry,2004,West Virginia,Upshur,3034
George W. Bush,2004,West Virginia,Upshur,6191
Other,2004,West Virginia,Upshur,68
John Kerry,2004,West Virginia,Wayne,8411
George W. Bush,2004,West Virginia,Wayne,10070
Other,2004,West Virginia,Wayne,128
John Kerry,2004,West Virginia,Webster,1965
George W. Bush,2004,West Virginia,Webster,1724
Other,2004,West Virginia,Webster,25
John Kerry,2004,West Virginia,Wetzel,3330
George W. Bush,2004,West Virginia,Wetzel,3656
Other,2004,West Virginia,Wetzel,52
John Kerry,2004,West Virginia,Wirt,896
George W. Bush,2004,West Virginia,Wirt,1727
Other,2004,West Virginia,Wirt,31
John Kerry,2004,West Virginia,Wood,14025
George W. Bush,2004,West Virginia,Wood,24948
Other,2004,West Virginia,Wood,254
John Kerry,2004,West Virginia,Wyoming,3694
George W. Bush,2004,West Virginia,Wyoming,4985
Other,2004,West Virginia,Wyoming,39
John Kerry,2004,Wisconsin,Adams,5447
George W. Bush,2004,Wisconsin,Adams,4890
Other,2004,Wisconsin,Adams,119
John Kerry,2004,Wisconsin,Ashland,5805
George W. Bush,2004,Wisconsin,Ashland,3313
Other,2004,Wisconsin,Ashland,81
John Kerry,2004,Wisconsin,Barron,11696
George W. Bush,2004,Wisconsin,Barron,12030
Other,2004,Wisconsin,Barron,211
John Kerry,2004,Wisconsin,Bayfield,5845
George W. Bush,2004,Wisconsin,Bayfield,3754
Other,2004,Wisconsin,Bayfield,100
John Kerry,2004,Wisconsin,Brown,54935
George W. Bush,2004,Wisconsin,Brown,67173
Other,2004,Wisconsin,Brown,1186
John Kerry,2004,Wisconsin,Buffalo,3998
George W. Bush,2004,Wisconsin,Buffalo,3502
Other,2004,Wisconsin,Buffalo,91
John Kerry,2004,Wisconsin,Burnett,4499
George W. Bush,2004,Wisconsin,Burnett,4743
Other,2004,Wisconsin,Burnett,79
John Kerry,2004,Wisconsin,Calumet,10290
George W. Bush,2004,Wisconsin,Calumet,14721
Other,2004,Wisconsin,Calumet,265
John Kerry,2004,Wisconsin,Chippewa,14751
George W. Bush,2004,Wisconsin,Chippewa,15450
Other,2004,Wisconsin,Chippewa,323
John Kerry,2004,Wisconsin,Clark,6966
George W. Bush,2004,Wisconsin,Clark,7966
Other,2004,Wisconsin,Clark,193
John Kerry,2004,Wisconsin,Columbia,14300
George W. Bush,2004,Wisconsin,Columbia,14956
Other,2004,Wisconsin,Columbia,299
John Kerry,2004,Wisconsin,Crawford,4656
George W. Bush,2004,Wisconsin,Crawford,3680
Other,2004,Wisconsin,Crawford,123
John Kerry,2004,Wisconsin,Dane,181052
George W. Bush,2004,Wisconsin,Dane,90369
Other,2004,Wisconsin,Dane,2828
John Kerry,2004,Wisconsin,Dodge,16690
George W. Bush,2004,Wisconsin,Dodge,27201
Other,2004,Wisconsin,Dodge,445
John Kerry,2004,Wisconsin,Door,8367
George W. Bush,2004,Wisconsin,Door,8910
Other,2004,Wisconsin,Door,214
John Kerry,2004,Wisconsin,Douglas,16537
George W. Bush,2004,Wisconsin,Douglas,8448
Other,2004,Wisconsin,Douglas,202
John Kerry,2004,Wisconsin,Dunn,12039
George W. Bush,2004,Wisconsin,Dunn,10879
Other,2004,Wisconsin,Dunn,254
John Kerry,2004,Wisconsin,Eau Claire,30068
George W. Bush,2004,Wisconsin,Eau Claire,24653
Other,2004,Wisconsin,Eau Claire,716
John Kerry,2004,Wisconsin,Florence,993
George W. Bush,2004,Wisconsin,Florence,1703
Other,2004,Wisconsin,Florence,28
John Kerry,2004,Wisconsin,Fond du Lac,19216
George W. Bush,2004,Wisconsin,Fond du Lac,33291
Other,2004,Wisconsin,Fond du Lac,529
John Kerry,2004,Wisconsin,Forest,2509
George W. Bush,2004,Wisconsin,Forest,2608
Other,2004,Wisconsin,Forest,36
John Kerry,2004,Wisconsin,Grant,12864
George W. Bush,2004,Wisconsin,Grant,12208
Other,2004,Wisconsin,Grant,192
John Kerry,2004,Wisconsin,Green,9575
George W. Bush,2004,Wisconsin,Green,8497
Other,2004,Wisconsin,Green,176
John Kerry,2004,Wisconsin,Green Lake,3605
George W. Bush,2004,Wisconsin,Green Lake,6472
Other,2004,Wisconsin,Green Lake,101
John Kerry,2004,Wisconsin,Iowa,7122
George W. Bush,2004,Wisconsin,Iowa,5348
Other,2004,Wisconsin,Iowa,72
John Kerry,2004,Wisconsin,Iron,1956
George W. Bush,2004,Wisconsin,Iron,1884
Other,2004,Wisconsin,Iron,39
John Kerry,2004,Wisconsin,Jackson,5249
George W. Bush,2004,Wisconsin,Jackson,4387
Other,2004,Wisconsin,Jackson,90
John Kerry,2004,Wisconsin,Jefferson,17925
George W. Bush,2004,Wisconsin,Jefferson,23776
Other,2004,Wisconsin,Jefferson,414
John Kerry,2004,Wisconsin,Juneau,5734
George W. Bush,2004,Wisconsin,Juneau,6473
Other,2004,Wisconsin,Juneau,172
John Kerry,2004,Wisconsin,Kenosha,40107
George W. Bush,2004,Wisconsin,Kenosha,35587
Other,2004,Wisconsin,Kenosha,734
John Kerry,2004,Wisconsin,Kewaunee,5175
George W. Bush,2004,Wisconsin,Kewaunee,5970
Other,2004,Wisconsin,Kewaunee,128
John Kerry,2004,Wisconsin,La Crosse,33170
George W. Bush,2004,Wisconsin,La Crosse,28289
Other,2004,Wisconsin,La Crosse,677
John Kerry,2004,Wisconsin,Lafayette,4402
George W. Bush,2004,Wisconsin,Lafayette,3929
Other,2004,Wisconsin,Lafayette,57
John Kerry,2004,Wisconsin,Langlade,4751
George W. Bush,2004,Wisconsin,Langlade,6235
Other,2004,Wisconsin,Langlade,88
John Kerry,2004,Wisconsin,Lincoln,7484
George W. Bush,2004,Wisconsin,Lincoln,8024
Other,2004,Wisconsin,Lincoln,192
John Kerry,2004,Wisconsin,Manitowoc,20652
George W. Bush,2004,Wisconsin,Manitowoc,23027
Other,2004,Wisconsin,Manitowoc,481
John Kerry,2004,Wisconsin,Marathon,30899
George W. Bush,2004,Wisconsin,Marathon,36394
Other,2004,Wisconsin,Marathon,766
John Kerry,2004,Wisconsin,Marinette,10190
George W. Bush,2004,Wisconsin,Marinette,11866
Other,2004,Wisconsin,Marinette,214
John Kerry,2004,Wisconsin,Marquette,3785
George W. Bush,2004,Wisconsin,Marquette,4604
Other,2004,Wisconsin,Marquette,88
John Kerry,2004,Wisconsin,Menominee,1412
George W. Bush,2004,Wisconsin,Menominee,288
Other,2004,Wisconsin,Menominee,10
John Kerry,2004,Wisconsin,Milwaukee,297653
George W. Bush,2004,Wisconsin,Milwaukee,180287
Other,2004,Wisconsin,Milwaukee,4296
John Kerry,2004,Wisconsin,Monroe,8973
George W. Bush,2004,Wisconsin,Monroe,10375
Other,2004,Wisconsin,Monroe,206
John Kerry,2004,Wisconsin,Oconto,8534
George W. Bush,2004,Wisconsin,Oconto,11043
Other,2004,Wisconsin,Oconto,217
John Kerry,2004,Wisconsin,Oneida,10464
George W. Bush,2004,Wisconsin,Oneida,11351
Other,2004,Wisconsin,Oneida,224
John Kerry,2004,Wisconsin,Outagamie,40169
George W. Bush,2004,Wisconsin,Outagamie,48903
Other,2004,Wisconsin,Outagamie,978
John Kerry,2004,Wisconsin,Ozaukee,17714
George W. Bush,2004,Wisconsin,Ozaukee,34904
Other,2004,Wisconsin,Ozaukee,414
John Kerry,2004,Wisconsin,Pepin,2181
George W. Bush,2004,Wisconsin,Pepin,1853
Other,2004,Wisconsin,Pepin,32
John Kerry,2004,Wisconsin,Pierce,11176
George W. Bush,2004,Wisconsin,Pierce,10437
Other,2004,Wisconsin,Pierce,263
John Kerry,2004,Wisconsin,Polk,11173
George W. Bush,2004,Wisconsin,Polk,12095
Other,2004,Wisconsin,Polk,235
John Kerry,2004,Wisconsin,Portage,21861
George W. Bush,2004,Wisconsin,Portage,16546
Other,2004,Wisconsin,Portage,554
John Kerry,2004,Wisconsin,Price,4349
George W. Bush,2004,Wisconsin,Price,4312
Other,2004,Wisconsin,Price,102
John Kerry,2004,Wisconsin,Racine,48229
George W. Bush,2004,Wisconsin,Racine,52456
Other,2004,Wisconsin,Racine,884
John Kerry,2004,Wisconsin,Richland,4501
George W. Bush,2004,Wisconsin,Richland,4836
Other,2004,Wisconsin,Richland,83
John Kerry,2004,Wisconsin,Rock,46598
George W. Bush,2004,Wisconsin,Rock,33151
Other,2004,Wisconsin,Rock,730
John Kerry,2004,Wisconsin,Rusk,3820
George W. Bush,2004,Wisconsin,Rusk,3985
Other,2004,Wisconsin,Rusk,122
John Kerry,2004,Wisconsin,St. Croix,18784
George W. Bush,2004,Wisconsin,St. Croix,22679
Other,2004,Wisconsin,St. Croix,372
John Kerry,2004,Wisconsin,Sauk,15708
George W. Bush,2004,Wisconsin,Sauk,14415
Other,2004,Wisconsin,Sauk,294
John Kerry,2004,Wisconsin,Sawyer,4411
George W. Bush,2004,Wisconsin,Sawyer,4951
Other,2004,Wisconsin,Sawyer,91
John Kerry,2004,Wisconsin,Shawano,8657
George W. Bush,2004,Wisconsin,Shawano,12150
Other,2004,Wisconsin,Shawano,192
John Kerry,2004,Wisconsin,Sheboygan,27608
George W. Bush,2004,Wisconsin,Sheboygan,34458
Other,2004,Wisconsin,Sheboygan,559
John Kerry,2004,Wisconsin,Taylor,3829
George W. Bush,2004,Wisconsin,Taylor,5582
Other,2004,Wisconsin,Taylor,132
John Kerry,2004,Wisconsin,Trempealeau,8075
George W. Bush,2004,Wisconsin,Trempealeau,5878
Other,2004,Wisconsin,Trempealeau,109
John Kerry,2004,Wisconsin,Vernon,7924
George W. Bush,2004,Wisconsin,Vernon,6774
Other,2004,Wisconsin,Vernon,147
John Kerry,2004,Wisconsin,Vilas,5713
George W. Bush,2004,Wisconsin,Vilas,8155
Other,2004,Wisconsin,Vilas,134
John Kerry,2004,Wisconsin,Walworth,19177
George W. Bush,2004,Wisconsin,Walworth,28754
Other,2004,Wisconsin,Walworth,515
John Kerry,2004,Wisconsin,Washburn,4705
George W. Bush,2004,Wisconsin,Washburn,4762
Other,2004,Wisconsin,Washburn,100
John Kerry,2004,Wisconsin,Washington,21234
George W. Bush,2004,Wisconsin,Washington,50641
Other,2004,Wisconsin,Washington,592
John Kerry,2004,Wisconsin,Waukesha,73626
George W. Bush,2004,Wisconsin,Waukesha,154926
Other,2004,Wisconsin,Waukesha,1811
John Kerry,2004,Wisconsin,Waupaca,10792
George W. Bush,2004,Wisconsin,Waupaca,15941
Other,2004,Wisconsin,Waupaca,241
John Kerry,2004,Wisconsin,Waushara,5257
George W. Bush,2004,Wisconsin,Waushara,6888
Other,2004,Wisconsin,Waushara,101
John Kerry,2004,Wisconsin,Winnebago,40943
George W. Bush,2004,Wisconsin,Winnebago,46542
Other,2004,Wisconsin,Winnebago,1111
John Kerry,2004,Wisconsin,Wood,18950
George W. Bush,2004,Wisconsin,Wood,20592
Other,2004,Wisconsin,Wood,529
John Kerry,2004,Wyoming,Albany,7117
George W. Bush,2004,Wyoming,Albany,9006
Other,2004,Wyoming,Albany,501
John Kerry,2004,Wyoming,Big Horn,960
George W. Bush,2004,Wyoming,Big Horn,4232
Other,2004,Wyoming,Big Horn,91
John Kerry,2004,Wyoming,Campbell,2464
George W. Bush,2004,Wyoming,Campbell,12415
Other,2004,Wyoming,Campbell,220
John Kerry,2004,Wyoming,Carbon,2158
George W. Bush,2004,Wyoming,Carbon,4758
Other,2004,Wyoming,Carbon,161
John Kerry,2004,Wyoming,Converse,1184
George W. Bush,2004,Wyoming,Converse,4447
Other,2004,Wyoming,Converse,94
John Kerry,2004,Wyoming,Crook,501
George W. Bush,2004,Wyoming,Crook,2836
Other,2004,Wyoming,Crook,59
John Kerry,2004,Wyoming,Fremont,5338
George W. Bush,2004,Wyoming,Fremont,11429
Other,2004,Wyoming,Fremont,329
John Kerry,2004,Wyoming,Goshen,1566
George W. Bush,2004,Wyoming,Goshen,4114
Other,2004,Wyoming,Goshen,99
John Kerry,2004,Wyoming,Hot Springs,623
George W. Bush,2004,Wyoming,Hot Springs,1812
Other,2004,Wyoming,Hot Springs,45
John Kerry,2004,Wyoming,Johnson,676
George W. Bush,2004,Wyoming,Johnson,3231
Other,2004,Wyoming,Johnson,84
John Kerry,2004,Wyoming,Laramie,13171
George W. Bush,2004,Wyoming,Laramie,25951
Other,2004,Wyoming,Laramie,757
John Kerry,2004,Wyoming,Lincoln,1364
George W. Bush,2004,Wyoming,Lincoln,6423
Other,2004,Wyoming,Lincoln,127
John Kerry,2004,Wyoming,Natrona,9863
George W. Bush,2004,Wyoming,Natrona,21512
Other,2004,Wyoming,Natrona,693
John Kerry,2004,Wyoming,Niobrara,230
George W. Bush,2004,Wyoming,Niobrara,1064
Other,2004,Wyoming,Niobrara,20
John Kerry,2004,Wyoming,Park,3007
George W. Bush,2004,Wyoming,Park,10917
Other,2004,Wyoming,Park,307
John Kerry,2004,Wyoming,Platte,1328
George W. Bush,2004,Wyoming,Platte,3149
Other,2004,Wyoming,Platte,97
John Kerry,2004,Wyoming,Sheridan,4066
George W. Bush,2004,Wyoming,Sheridan,9689
Other,2004,Wyoming,Sheridan,274
John Kerry,2004,Wyoming,Sublette,730
